timestamp,timestampType,partition,offset,key,value,headers,exceededFields
1759138054004,CREATE_TIME,3,14214,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.124,""encryption_applied"":true,""health_score"":81.85,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":5.01,""timestamp"":1759138054,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.277}",[],
1759138053901,CREATE_TIME,3,14213,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.149,""encryption_applied"":true,""health_score"":83.38,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":51.07,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.096}",[],
1759138053799,CREATE_TIME,3,14212,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.149,""encryption_applied"":true,""health_score"":81.7,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":27.94,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.265}",[],
1759138053696,CREATE_TIME,3,14211,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.178,""encryption_applied"":true,""health_score"":82.04,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":9.45,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.196}",[],
1759138053593,CREATE_TIME,3,14210,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.199,""encryption_applied"":true,""health_score"":82.12,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":25.97,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.118}",[],
1759138053490,CREATE_TIME,3,14209,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.23,""encryption_applied"":true,""health_score"":85.4,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":24.61,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.125}",[],
1759138053387,CREATE_TIME,3,14208,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.257,""encryption_applied"":true,""health_score"":80.66,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":51.3,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.23}",[],
1759138053284,CREATE_TIME,3,14207,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":-0.002,""encryption_applied"":true,""health_score"":79.08,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":14.64,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.258}",[],
1759138053182,CREATE_TIME,3,14206,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.001,""encryption_applied"":true,""health_score"":85.21,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":4.93,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.105}",[],
1759138053079,CREATE_TIME,3,14205,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.002,""encryption_applied"":true,""health_score"":81.6,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":7.6,""timestamp"":1759138053,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.282}",[],
1759138052977,CREATE_TIME,3,14204,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":1.494,""encryption_applied"":true,""health_score"":76.86,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":27.75,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.451}",[],
1759138052877,CREATE_TIME,3,14203,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":1.49,""encryption_applied"":true,""health_score"":83.16,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":11.71,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.28}",[],
1759138052777,CREATE_TIME,3,14202,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":1.492,""encryption_applied"":true,""health_score"":84.99,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":31.68,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.25}",[],
1759138052676,CREATE_TIME,3,14201,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.004,""encryption_applied"":true,""health_score"":81.74,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":16.8,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.332}",[],
1759138052576,CREATE_TIME,3,14200,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":-0.001,""encryption_applied"":true,""health_score"":79.63,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":27.73,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.012}",[],
1759138052476,CREATE_TIME,3,14199,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.002,""encryption_applied"":true,""health_score"":84.49,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":33.28,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.176}",[],
1759138052376,CREATE_TIME,3,14198,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.003,""encryption_applied"":true,""health_score"":81.65,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":21.4,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.179}",[],
1759138052275,CREATE_TIME,3,14197,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":""0.0"",""encryption_applied"":true,""health_score"":82.43,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":12.15,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.019}",[],
1759138052175,CREATE_TIME,3,14196,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.002,""encryption_applied"":true,""health_score"":83.75,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":14.46,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.219}",[],
1759138052075,CREATE_TIME,3,14195,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":-0.002,""encryption_applied"":true,""health_score"":82.15,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":35.14,""timestamp"":1759138052,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.191}",[],
1759138051975,CREATE_TIME,3,14194,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.003,""encryption_applied"":true,""health_score"":84.59,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":9.33,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.144}",[],
1759138051874,CREATE_TIME,3,14193,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":-0.004,""encryption_applied"":true,""health_score"":78.17,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":35.16,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.052}",[],
1759138051774,CREATE_TIME,3,14192,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":-0.002,""encryption_applied"":true,""health_score"":80.22,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":58.92,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.137}",[],
1759138051674,CREATE_TIME,3,14191,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":-0.002,""encryption_applied"":true,""health_score"":84.37,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":39.62,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.411}",[],
1759138051574,CREATE_TIME,3,14190,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":""0.0"",""encryption_applied"":true,""health_score"":80.92,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":35.99,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.081}",[],
1759138051474,CREATE_TIME,3,14189,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":-0.004,""encryption_applied"":true,""health_score"":80.67,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":52.31,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.196}",[],
1759138051374,CREATE_TIME,3,14188,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":-0.002,""encryption_applied"":true,""health_score"":80.31,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":49.3,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.27}",[],
1759138051273,CREATE_TIME,3,14187,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.003,""encryption_applied"":true,""health_score"":81.64,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":25.06,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.122}",[],
1759138051173,CREATE_TIME,3,14186,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":""0.0"",""encryption_applied"":true,""health_score"":81.9,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":26.44,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.092}",[],
1759138051072,CREATE_TIME,3,14185,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.003,""encryption_applied"":true,""health_score"":83.87,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":11.11,""timestamp"":1759138051,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.1}",[],
1759138050972,CREATE_TIME,3,14184,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.003,""encryption_applied"":true,""health_score"":82.4,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":8.58,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.426}",[],
1759138050872,CREATE_TIME,3,14183,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":0.039,""encryption_applied"":true,""health_score"":83.82,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":35.09,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.242}",[],
1759138050771,CREATE_TIME,3,14182,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.039,""encryption_applied"":true,""health_score"":84.17,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":27.91,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.208}",[],
1759138050671,CREATE_TIME,3,14181,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":1.492,""encryption_applied"":true,""health_score"":81.08,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":35.34,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.125}",[],
1759138050571,CREATE_TIME,3,14180,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":1.494,""encryption_applied"":true,""health_score"":83.93,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":26.08,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.222}",[],
1759138050471,CREATE_TIME,3,14179,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":1.489,""encryption_applied"":true,""health_score"":84.16,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":0.92,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.229}",[],
1759138050370,CREATE_TIME,3,14178,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":1.493,""encryption_applied"":true,""health_score"":71.43,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":41.44,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":3.967}",[],
1759138050270,CREATE_TIME,3,14177,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":1.492,""encryption_applied"":true,""health_score"":71.13,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":36.52,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.093}",[],
1759138050170,CREATE_TIME,3,14176,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":1.491,""encryption_applied"":true,""health_score"":67.98,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":19.07,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.019}",[],
1759138050070,CREATE_TIME,3,14175,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":1.493,""encryption_applied"":true,""health_score"":72.62,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":16.59,""timestamp"":1759138050,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":3.997}",[],
1759138049969,CREATE_TIME,3,14174,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.624,""encryption_applied"":true,""health_score"":80.55,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":23.56,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.281}",[],
1759138049869,CREATE_TIME,3,14173,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.622,""encryption_applied"":true,""health_score"":83.1,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":56.64,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.182}",[],
1759138049769,CREATE_TIME,3,14172,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.601,""encryption_applied"":true,""health_score"":81.07,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":8.27,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.239}",[],
1759138049669,CREATE_TIME,3,14171,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.598,""encryption_applied"":true,""health_score"":84.82,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":18.84,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.264}",[],
1759138049568,CREATE_TIME,3,14170,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.598,""encryption_applied"":true,""health_score"":80.83,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":26.26,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.326}",[],
1759138049468,CREATE_TIME,3,14169,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":0.574,""encryption_applied"":true,""health_score"":79.36,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":23.83,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.372}",[],
1759138049368,CREATE_TIME,3,14168,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.575,""encryption_applied"":true,""health_score"":83.37,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":4.49,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.115}",[],
1759138049267,CREATE_TIME,3,14167,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.575,""encryption_applied"":true,""health_score"":84.28,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":-9.27,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.252}",[],
1759138049167,CREATE_TIME,3,14166,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.55,""encryption_applied"":true,""health_score"":79.51,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":46.34,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.321}",[],
1759138049067,CREATE_TIME,3,14165,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.548,""encryption_applied"":true,""health_score"":83.89,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":24.02,""timestamp"":1759138049,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.176}",[],
1759138048966,CREATE_TIME,3,14164,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.547,""encryption_applied"":true,""health_score"":82.03,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":45.25,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.136}",[],
1759138048866,CREATE_TIME,3,14163,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.545,""encryption_applied"":true,""health_score"":81.79,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":20.4,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.214}",[],
1759138048766,CREATE_TIME,3,14162,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.545,""encryption_applied"":true,""health_score"":83.36,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":8.08,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.068}",[],
1759138048666,CREATE_TIME,3,14161,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.518,""encryption_applied"":true,""health_score"":81.31,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":29.48,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.302}",[],
1759138048565,CREATE_TIME,3,14160,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.52,""encryption_applied"":true,""health_score"":81.73,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":25.06,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.09}",[],
1759138048465,CREATE_TIME,3,14159,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.52,""encryption_applied"":true,""health_score"":82.45,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":33.67,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.231}",[],
1759138048365,CREATE_TIME,3,14158,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.521,""encryption_applied"":true,""health_score"":80.38,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":0.6,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":3.935}",[],
1759138048264,CREATE_TIME,3,14157,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.516,""encryption_applied"":true,""health_score"":81.95,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":3.39,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.098}",[],
1759138048164,CREATE_TIME,3,14156,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.515,""encryption_applied"":true,""health_score"":80.95,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":23.92,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.172}",[],
1759138048064,CREATE_TIME,3,14155,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.49,""encryption_applied"":true,""health_score"":84.66,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":1.83,""timestamp"":1759138048,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.303}",[],
1759138047964,CREATE_TIME,3,14154,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.492,""encryption_applied"":true,""health_score"":82.43,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":16.52,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.127}",[],
1759138047864,CREATE_TIME,3,14153,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.304,""encryption_applied"":true,""health_score"":83.45,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":3.17,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.244}",[],
1759138047763,CREATE_TIME,3,14152,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.362,""encryption_applied"":true,""health_score"":83.47,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":6.69,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.07}",[],
1759138047663,CREATE_TIME,3,14151,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.414,""encryption_applied"":true,""health_score"":83.08,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":41.55,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.23}",[],
1759138047563,CREATE_TIME,3,14150,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.494,""encryption_applied"":true,""health_score"":83.52,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":24.4,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.111}",[],
1759138047462,CREATE_TIME,3,14149,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.573,""encryption_applied"":true,""health_score"":82.35,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":51.24,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.093}",[],
1759138047362,CREATE_TIME,3,14148,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":1.491,""encryption_applied"":true,""health_score"":72.41,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":15.35,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":3.9}",[],
1759138047262,CREATE_TIME,3,14147,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.002,""encryption_applied"":true,""health_score"":85.03,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":31.62,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.336}",[],
1759138047161,CREATE_TIME,3,14146,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":0.491,""encryption_applied"":true,""health_score"":82.68,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":19.25,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.22}",[],
1759138047061,CREATE_TIME,3,14145,"""NASA_BATTERY_3""","{""alert_level"":""CRITICAL"",""current"":0.487,""encryption_applied"":true,""health_score"":80.66,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":52.89,""timestamp"":1759138047,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.381}",[],
1759138046961,CREATE_TIME,3,14144,"""NASA_BATTERY_3""","{""alert_level"":""WARNING"",""current"":0.466,""encryption_applied"":true,""health_score"":78.58,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":5.83,""timestamp"":1759138046,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.221}",[],
1759138046860,CREATE_TIME,3,14143,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":-0.003,""encryption_applied"":true,""health_score"":82.27,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":20.82,""timestamp"":1759138046,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.163}",[],
1759138046760,CREATE_TIME,3,14142,"""NASA_BATTERY_3""","{""alert_level"":""HEALTHY"",""current"":""0.0"",""encryption_applied"":true,""health_score"":81.99,""security_validated"":true,""source"":""automotive_telematics_gateway"",""temperature"":22.29,""timestamp"":1759138046,""vehicle_id"":""NASA_BATTERY_3"",""voltage"":4.165}",[],
